Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Profit Status,Sales Category
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.06,3.00,0.20,5.82,36.25,Profit,Low Sales
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.74,3.00,0.20,6.80,31.25,Profit,Low Sales
First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2.00,0.50,-161.88,-74.00,Loss,Low Sales
First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.60,1.00,0.20,0.29,11.25,Profit,Low Sales
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.28,2.00,0.80,-178.97,-270.00,Loss,Low Sales
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.17,7.00,0.20,9.67,27.50,Profit,Low Sales
Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.77,4.00,0.20,44.48,10.00,Profit,Low Sales
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4.00,0.00,5.87,7.00,Profit,Low Sales
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2.00,0.00,35.63,27.00,Profit,Low Sales
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4.00,0.00,7.48,47.00,Profit,Low Sales
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9.00,0.00,16.21,31.00,Profit,Low Sales
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1.00,0.00,3.68,4.00,Profit,Low Sales
Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.80,2.00,0.20,6.50,31.25,Profit,Low Sales
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2.00,0.20,8.88,37.50,Profit,Low Sales
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5.00,0.50,-244.32,-54.00,Loss,Low Sales
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.98,3.00,0.40,-14.70,-23.33,Loss,Low Sales
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.00,9.00,0.70,-950.40,-80.00,Loss,High Sales
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.58,2.00,0.20,4.48,5.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6.00,0.00,26.06,28.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,302.38,3.00,0.20,22.68,7.50,Profit,Low Sales
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.58,2.00,0.20,1.81,32.50,Profit,Low Sales
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.70,6.00,0.20,8.23,36.25,Profit,Low Sales
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.78,4.00,0.70,-13.84,-70.00,Loss,Low Sales
First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.70,4.00,0.20,19.08,26.25,Profit,Low Sales
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.99,4.00,0.70,-383.99,-80.00,Loss,Low Sales
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.17,2.00,0.20,2.72,10.00,Profit,Low Sales
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.20,1.00,0.00,0.97,44.00,Profit,Low Sales
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5.00,0.00,136.94,22.00,Profit,High Sales
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1.00,0.00,0.22,1.00,Profit,Low Sales
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.57,2.00,0.20,-28.27,-17.50,Loss,Low Sales
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.70,8.00,0.20,43.84,11.25,Profit,Low Sales
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.65,7.00,0.70,-12.43,-66.67,Loss,Low Sales
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2.00,0.45,-102.05,-43.64,Loss,Low Sales
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.61,3.00,0.45,-248.25,-40.00,Loss,High Sales
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.33,2.00,0.70,-3.55,-66.67,Loss,Low Sales
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.07,3.00,0.20,0.00,0.00,Loss,Low Sales
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.98,3.00,0.20,-7.72,-1.25,Loss,High Sales
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2.00,0.00,4.75,45.00,Profit,Low Sales
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5.00,0.20,9.40,36.25,Profit,Low Sales
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5.00,0.60,-356.73,-85.00,Loss,Low Sales
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.69,3.00,0.60,-4.68,-40.00,Loss,Low Sales
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.98,2.00,0.20,11.19,35.00,Profit,Low Sales
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.23,5.00,0.50,-120.51,-68.00,Loss,Low Sales
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.04,3.00,0.60,-2.83,-70.00,Loss,Low Sales
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.41,2.00,0.20,1.20,16.25,Profit,Low Sales
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7.00,0.00,580.54,29.00,Profit,High Sales
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2.00,0.00,41.68,25.00,Profit,Low Sales
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6.00,0.00,23.94,50.00,Profit,Low Sales
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5.00,0.00,496.07,33.00,Profit,High Sales
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4.00,0.00,12.44,48.00,Profit,Low Sales
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.57,2.00,0.20,28.14,8.75,Profit,Low Sales
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1.00,0.00,3.58,47.00,Profit,Low Sales
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13.00,0.00,636.00,19.00,Profit,High Sales
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6.00,0.00,22.56,28.00,Profit,Low Sales
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4.00,0.00,162.86,45.00,Profit,Low Sales
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.13,9.00,0.60,-8.49,-70.00,Loss,Low Sales
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.37,2.00,0.20,-19.56,-23.75,Loss,Low Sales
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5.00,0.20,4.04,7.50,Profit,Low Sales
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.90,6.00,0.20,56.69,8.75,Profit,High Sales
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3.00,0.00,6.93,34.00,Profit,Low Sales
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3.00,0.00,6.65,3.00,Profit,Low Sales
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5.00,0.20,6.13,35.00,Profit,Low Sales
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.62,2.00,0.80,-4.47,-275.00,Loss,Low Sales
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.98,3.00,0.40,-510.00,-16.67,Loss,High Sales
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.96,7.00,0.40,-252.00,-10.00,Loss,High Sales
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.22,4.00,0.20,28.72,8.75,Profit,Low Sales
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.90,2.00,0.00,35.16,44.00,Profit,Low Sales
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.02,3.00,0.20,4.73,33.75,Profit,Low Sales
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6.00,0.00,0.30,4.00,Profit,Low Sales
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.21,1.00,0.20,-7.44,-20.00,Loss,Low Sales
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.58,3.00,0.20,21.59,37.50,Profit,Low Sales
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4.00,0.00,210.49,29.00,Profit,High Sales
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7.00,0.00,92.37,44.00,Profit,Low Sales
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3.00,0.00,2.32,44.00,Profit,Low Sales
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3.00,0.20,4.10,37.50,Profit,Low Sales
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2.00,0.00,4.06,46.00,Profit,Low Sales
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1.00,0.00,1.55,26.00,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.65,2.00,0.20,4.08,35.00,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.18,4.00,0.20,5.91,32.50,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.71,6.00,0.20,5.97,10.00,Profit,Low Sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3.00,0.20,8.69,35.00,Profit,Low Sales
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5.00,0.80,-3.43,-165.00,Loss,Low Sales
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.40,7.00,0.20,376.11,33.75,Profit,High Sales
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5.00,0.20,51.94,5.00,Profit,High Sales
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5.00,0.20,47.84,33.75,Profit,Low Sales
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.80,5.00,0.20,47.96,20.00,Profit,Low Sales
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.10,6.00,0.20,10.89,35.00,Profit,Low Sales
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.06,7.00,0.70,-169.37,-66.67,Loss,Low Sales
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.53,2.00,0.20,24.32,12.50,Profit,Low Sales
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5.00,0.20,-204.31,-21.25,Loss,High Sales
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.10,7.00,0.20,6.68,35.00,Profit,Low Sales
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.50,8.00,0.20,6.24,33.75,Profit,Low Sales
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.98,2.00,0.20,54.40,21.25,Profit,Low Sales
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3.00,0.50,-48.70,-56.00,Loss,Low Sales
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.42,8.00,0.20,78.86,26.25,Profit,Low Sales
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.35,3.00,0.20,20.16,8.75,Profit,Low Sales
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.35,3.00,0.20,-24.56,-11.25,Loss,Low Sales
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.60,5.00,0.70,-62.88,-80.00,Loss,Low Sales
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.55,3.00,0.20,9.30,33.75,Profit,Low Sales
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.40,5.00,0.00,15.55,48.00,Profit,Low Sales
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,1082.48,8.00,0.00,10.82,1.00,Profit,High Sales
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3.00,0.00,27.32,48.00,Profit,Low Sales
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.60,4.00,0.00,38.02,49.00,Profit,Low Sales
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,14.28,1.00,0.00,6.57,46.00,Profit,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,219.08,3.00,0.50,-131.45,-60.00,Loss,Low Sales
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,26.80,2.00,0.00,12.86,48.00,Profit,Low Sales
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art,9.84,3.00,0.00,2.85,29.00,Profit,Low Sales
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,45.48,3.00,0.00,20.92,46.00,Profit,Low Sales
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,289.20,6.00,0.00,83.87,29.00,Profit,Low Sales
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,4.89,1.00,0.00,2.00,41.00,Profit,Low Sales
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.14,4.00,0.20,3.59,23.75,Profit,Low Sales
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,466.77,2.00,0.20,52.51,11.25,Profit,Low Sales
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.23,1.00,0.20,1.71,11.25,Profit,Low Sales
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,6.26,3.00,0.20,2.04,32.50,Profit,Low Sales
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,87.54,3.00,0.00,37.64,43.00,Profit,Low Sales
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,178.38,2.00,0.20,22.30,12.50,Profit,Low Sales
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,15.55,3.00,0.20,5.44,35.00,Profit,Low Sales
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.14,4.00,0.20,8.67,8.75,Profit,Low Sales
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,135.88,1.00,0.10,24.16,17.78,Profit,Low Sales
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3991.98,2.00,0.00,1995.99,50.00,Profit,High Sales
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,275.94,6.00,0.00,80.02,29.00,Profit,Low Sales
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,360.00,4.00,0.00,129.60,36.00,Profit,Low Sales
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,43.57,1.00,0.00,13.07,30.00,Profit,Low Sales
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.16,2.00,0.00,3.58,50.00,Profit,Low Sales
Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,251.52,6.00,0.20,81.74,32.50,Profit,Low Sales
Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories,99.99,1.00,0.00,35.00,35.00,Profit,Low Sales
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.99,1.00,0.20,1.00,6.25,Profit,Low Sales
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.90,3.00,0.40,-67.88,-23.33,Loss,Low Sales
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.22,2.00,0.20,3.39,6.25,Profit,Low Sales
